sample_type,province,antibiotic,antibiotic_class,median_concentration,concentration_unit,sample_year,reference_number
sediment,Shanghai,Sulfaquinoxaline,Sulfonamides,0.34025,ng/g,2015,116
sediment,Shanghai,Sulfathiazole,Sulfonamides,0.13,ng/g,2015,116
sediment,Shanghai,Tetracycline,Tetracyclines,3.075,ng/g,2015,116
sediment,Shanghai,Thiamphenicol,Phenicols,0.2,ng/g,2012,204
sediment,Shanghai,Trimethoprim,Diaminopyrimidines,0.692,ng/g,2018,58
sediment,Shanghai,Tylosin,Macrolides,0.62,ng/g,2017,45
sediment,Shanghai,Vancomycin,Other,0.44,ng/g,2017,45
sediment,Tianjin,Acetylspiramycin,Macrolides,232.26315789473685,ng/g,2008,167
sediment,Tianjin,Chlortetracycline,Tetracyclines,0.6,ng/g,2013,120
sediment,Tianjin,Ciprofloxacin,Fluoroquinolones,74.47999999999999,ng/g,2013,120
sediment,Tianjin,Difloxacin,Fluoroquinolones,3.9,ng/g,2010,183
sediment,Tianjin,Doxycycline,Tetracyclines,9.340000000000002,ng/g,2013,120
sediment,Tianjin,Enrofloxacin,Fluoroquinolones,19.85,ng/g,2013,120
sediment,Tianjin,Erythromycin,Macrolides,1.5,ng/g,2015,162
sediment,Tianjin,Erythromycin-H2O,Macrolides,19.14,ng/g,2009,134
sediment,Tianjin,Fleroxacin,Fluoroquinolones,5.3,ng/g,2008,183
sediment,Tianjin,Gentamicin,Other,126.42105263157896,ng/g,2008,167
sediment,Tianjin,Josamycin,Macrolides,0.07500000000000001,ng/g,2010,183
sediment,Tianjin,Lomefloxacin,Fluoroquinolones,82.29999999999998,ng/g,2008,183
sediment,Tianjin,Minocycline,Tetracyclines,194.7894736842105,ng/g,2008,167
sediment,Tianjin,Norfloxacin,Fluoroquinolones,273.5,ng/g,2013,120
sediment,Tianjin,Ofloxacin,Fluoroquinolones,90.8,ng/g,2013,120
sediment,Tianjin,Oxytetracycline,Tetracyclines,48.22697368421053,ng/g,2013,120
sediment,Tianjin,Rifampicin,Other,178.6315789473684,ng/g,2008,167
sediment,Tianjin,Roxithromycin,Macrolides,20.575000000000003,ng/g,2013,120
sediment,Tianjin,Sarafloxacin,Fluoroquinolones,7.4,ng/g,2010,183
sediment,Tianjin,Spiramycin,Macrolides,1.15,ng/g,2010,183
sediment,Tianjin,Sulfachloropyridazine,Sulfonamides,113.63157894736842,ng/g,2008,167
sediment,Tianjin,Sulfadiazine,Sulfonamides,2.75,ng/g,2009,134
sediment,Tianjin,Sulfadimethoxine,Sulfonamides,0.25,ng/g,2017,120
sediment,Tianjin,Sulfadimidine,Sulfonamides,3.7,ng/g,2009,134
sediment,Tianjin,Sulfafurazole,Sulfonamides,0.3,ng/g,2009,17
sediment,Tianjin,Sulfamerazine,Sulfonamides,0.05,ng/g,2013,164
sediment,Tianjin,Sulfamethizole,Sulfonamides,10.25,ng/g,2009,17
sediment,Tianjin,Sulfamethoxazole,Sulfonamides,4.72,ng/g,2017,120
sediment,Tianjin,Sulfamethoxypyridazine,Sulfonamides,3.3549999999999995,ng/g,2009,17
sediment,Tianjin,Sulfamonomethoxine,Sulfonamides,0.5,ng/g,2017,120
sediment,Tianjin,Sulfapyridine,Sulfonamides,4,ng/g,2013,164
sediment,Tianjin,Sulfaquinoxaline,Sulfonamides,0.04,ng/g,2013,164
sediment,Tianjin,Sulfathiazole,Sulfonamides,0.515,ng/g,2009,134
sediment,Tianjin,Tetracycline,Tetracyclines,22.1725,ng/g,2013,120
sediment,Tianjin,Trimethoprim,Diaminopyrimidines,116.47368421052632,ng/g,2008,167
sediment,Tibet,Roxithromycin,Macrolides,56.38,ng/g,2020,NEW_TIBET_HOU_2021
sediment,Tibet,Sulfachloropyridazine,Sulfonamides,10.46,ng/g,2020,NEW_TIBET_HOU_2021
sediment,Xinjiang,Chlortetracycline,Tetracyclines,10.95,ng/g,2012,180
sediment,Xinjiang,Ciprofloxacin,Fluoroquinolones,117.28,ng/g,2012,180
sediment,Xinjiang,Doxycycline,Tetracyclines,4.98,ng/g,2012,180
sediment,Xinjiang,Enrofloxacin,Fluoroquinolones,11.69,ng/g,2012,180
sediment,Xinjiang,Ofloxacin,Fluoroquinolones,56.25,ng/g,2012,180
sediment,Xinjiang,Oxytetracycline,Tetracyclines,12.64,ng/g,2012,180
sediment,Xinjiang,Sulfacetamide,Sulfonamides,0.63,ng/g,2012,180
sediment,Xinjiang,Sulfadiazine,Sulfonamides,2.23,ng/g,2012,180
sediment,Xinjiang,Tetracycline,Tetracyclines,7.15,ng/g,2012,180
sediment,Zhejiang,4-Epichlortetracycline,Tetracyclines,0.14,ng/g,2018,57
sediment,Zhejiang,Azithromycin,Macrolides,0.61,ng/g,2018,57
sediment,Zhejiang,Chloramphenicol,Phenicols,0.1,ng/g,NA,14
sediment,Zhejiang,Chlortetracycline,Tetracyclines,1.3,ng/g,NA,14
sediment,Zhejiang,Cinoxacin,Quinolones,4.235,ng/g,2018,57
sediment,Zhejiang,Ciprofloxacin,Fluoroquinolones,2.1799999999999997,ng/g,2015,124
sediment,Zhejiang,Clarithromycin,Macrolides,4.99,ng/g,2018,57
sediment,Zhejiang,Clindamycin,Lincosamides,9.47,ng/g,2018,57
sediment,Zhejiang,Demeclocycline,Tetracyclines,0.215,ng/g,2018,57
sediment,Zhejiang,Doxycycline,Tetracyclines,10.32,ng/g,NA,14
sediment,Zhejiang,Enrofloxacin,Fluoroquinolones,1.22,ng/g,2009,110
sediment,Zhejiang,Erythromycin,Macrolides,0.0445,ng/g,2018,58
sediment,Zhejiang,Erythromycin-H2O,Macrolides,11.355,ng/g,NA,14
sediment,Zhejiang,Florfenicol,Phenicols,0.54,ng/g,2009,110
sediment,Zhejiang,Flumequine,Fluoroquinolones,4.055,ng/g,2018,57
sediment,Zhejiang,Lincomycin,Lincosamides,0.92,ng/g,2018,57
sediment,Zhejiang,Marbofloxacin,Fluoroquinolones,2.685,ng/g,2018,57
sediment,Zhejiang,Methacycline,Tetracyclines,0.44,ng/g,2018,57
sediment,Zhejiang,Minocycline,Tetracyclines,0.375,ng/g,2018,57
sediment,Zhejiang,Nadifloxacin,Fluoroquinolones,3.82,ng/g,2018,57
sediment,Zhejiang,Norfloxacin,Fluoroquinolones,1.905,ng/g,NA,14
sediment,Zhejiang,Ofloxacin,Fluoroquinolones,1.6925,ng/g,NA,14
sediment,Zhejiang,Oxolinic Acid,Quinolones,3.71,ng/g,2018,57
sediment,Zhejiang,Oxytetracycline,Tetracyclines,1.49,ng/g,2015,124
sediment,Zhejiang,Roxithromycin,Macrolides,0.4,ng/g,NA,14
sediment,Zhejiang,Sulfachloropyridazine,Sulfonamides,2.12,ng/g,2018,57
sediment,Zhejiang,Sulfadiazine,Sulfonamides,0.12,ng/g,2015,124
sediment,Zhejiang,Sulfadimidine,Sulfonamides,0.5,ng/g,2009,110
sediment,Zhejiang,Sulfamerazine,Sulfonamides,0.05,ng/g,2013,164
sediment,Zhejiang,Sulfameter,Sulfonamides,0.38,ng/g,2018,57
sediment,Zhejiang,Sulfamethoxazole,Sulfonamides,0.165,ng/g,2015,124
sediment,Zhejiang,Sulfamethoxypyridazine,Sulfonamides,3.24,ng/g,2018,57
sediment,Zhejiang,Sulfamoxole,Sulfonamides,1.005,ng/g,2018,57
sediment,Zhejiang,Sulfapyridine,Sulfonamides,1.2800000000000002,ng/g,2013,164
sediment,Zhejiang,Sulfaquinoxaline,Sulfonamides,0.04,ng/g,2013,164
sediment,Zhejiang,Sulfathiazole,Sulfonamides,0.03,ng/g,2013,164
sediment,Zhejiang,Tetracycline,Tetracyclines,2.08,ng/g,2009,110
sediment,Zhejiang,Thiamphenicol,Phenicols,0.1,ng/g,NA,14
sediment,Zhejiang,Tosufloxacin,Fluoroquinolones,2.79,ng/g,2018,57
sediment,Zhejiang,Trimethoprim,Diaminopyrimidines,0.045,ng/g,2018,58
soil,Beijing,Chloramphenicol,Phenicols,2.5900000000000003,ng/g,NA,62
soil,Beijing,Chlortetracycline,Tetracyclines,111,ng/g,2009,203
soil,Beijing,Ciprofloxacin,Fluoroquinolones,16.22,ng/g,2010,179
soil,Beijing,Difloxacin,Fluoroquinolones,0.37,ng/g,2010,179
soil,Beijing,Doxycycline,Tetracyclines,171.26500000000001,ng/g,NA,32
soil,Beijing,Enrofloxacin,Fluoroquinolones,34.8,ng/g,2010,179
soil,Beijing,Erythromycin,Macrolides,0.1,ng/g,NA,32
soil,Beijing,Erythromycin-H2O,Macrolides,0.05,ng/g,2010,179
soil,Beijing,Fleroxacin,Fluoroquinolones,6.02,ng/g,2010,179
soil,Beijing,Lomefloxacin,Fluoroquinolones,2.3099999999999996,ng/g,2010,179
soil,Beijing,Norfloxacin,Fluoroquinolones,14.39,ng/g,2010,179
soil,Beijing,Ofloxacin,Fluoroquinolones,18.560000000000002,ng/g,2010,179
soil,Beijing,Oxytetracycline,Tetracyclines,209.15,ng/g,2013,222
soil,Beijing,Roxithromycin,Macrolides,0.4,ng/g,2010,179
soil,Beijing,Sarafloxacin,Fluoroquinolones,0.22,ng/g,2010,179
soil,Beijing,Spiramycin,Macrolides,0.02,ng/g,2010,179
soil,Beijing,Sulfachloropyridazine,Sulfonamides,1.27,ng/g,NA,62
soil,Beijing,Sulfadiazine,Sulfonamides,1.1400000000000001,ng/g,2010,179
soil,Beijing,Sulfadimethoxine,Sulfonamides,0.5700000000000001,ng/g,2013,222
soil,Beijing,Sulfadimidine,Sulfonamides,0.37,ng/g,2010,179
soil,Beijing,Sulfafurazole,Sulfonamides,1.4233333333333331,ng/g,NA,62
soil,Beijing,Sulfamerazine,Sulfonamides,0.075,ng/g,NA,32
soil,Beijing,Sulfameter,Sulfonamides,0.08,ng/g,2013,222
soil,Beijing,Sulfamethoxazole,Sulfonamides,0.8799999999999999,ng/g,2010,179
soil,Beijing,Sulfamethoxydiazine,Sulfonamides,0.08,ng/g,NA,32
soil,Beijing,Sulfamonomethoxine,Sulfonamides,0.25,ng/g,2010,179
soil,Beijing,Sulfapyridine,Sulfonamides,0.01,ng/g,2010,179
soil,Beijing,Sulfathiazole,Sulfonamides,1.02,ng/g,NA,62
soil,Beijing,Tetracycline,Tetracyclines,72.30000000000001,ng/g,2013,222
soil,Beijing,Trimethoprim,Diaminopyrimidines,0.03633333333333333,ng/g,NA,62
soil,Beijing,Tylosin,Macrolides,0.003,ng/g,2010,179
soil,Chongqing,Chlortetracycline,Tetracyclines,21.134999999999998,ng/g,2015,149
soil,Chongqing,Doxycycline,Tetracyclines,0.3,ng/g,2015,149
soil,Chongqing,Enrofloxacin,Fluoroquinolones,43.25,ng/g,2015,149
soil,Chongqing,Norfloxacin,Fluoroquinolones,3.85,ng/g,2015,149
soil,Chongqing,Ofloxacin,Fluoroquinolones,28.83,ng/g,2015,149
soil,Chongqing,Oxytetracycline,Tetracyclines,12.780000000000001,ng/g,2015,149
soil,Chongqing,Sulfadiazine,Sulfonamides,4.09,ng/g,2015,149
soil,Chongqing,Sulfadimidine,Sulfonamides,20.38,ng/g,2015,149
soil,Chongqing,Sulfameter,Sulfonamides,38.98,ng/g,2015,149
soil,Chongqing,Tetracycline,Tetracyclines,32.485,ng/g,2015,149
soil,Chongqing,Trimethoprim,Diaminopyrimidines,15.33,ng/g,2015,149
soil,Fujian,Chlortetracycline,Tetracyclines,552,ng/g,2011,192
soil,Fujian,Ciprofloxacin,Fluoroquinolones,99,ng/g,2011,192
soil,Fujian,Enrofloxacin,Fluoroquinolones,151.725,ng/g,2011,192
soil,Fujian,Ofloxacin,Fluoroquinolones,32.45,ng/g,2011,192
soil,Fujian,Oxytetracycline,Tetracyclines,88.65,ng/g,2011,192
soil,Fujian,Tetracycline,Tetracyclines,58.1,ng/g,2011,192
soil,Guangdong,Azithromycin,Macrolides,0.004,ng/g,2009,106
soil,Guangdong,Cephalexin,Beta-lactams,5.26,ng/g,2015,50
soil,Guangdong,Chloramphenicol,Phenicols,8.35,ng/g,2013,209
soil,Guangdong,Chlortetracycline,Tetracyclines,7.025,ng/g,NA,11
soil,Guangdong,Ciprofloxacin,Fluoroquinolones,15.4,ng/g,2015,105
soil,Guangdong,Doxycycline,Tetracyclines,2.95,ng/g,NA,18
soil,Guangdong,Enrofloxacin,Fluoroquinolones,13.765,ng/g,2015,105
soil,Guangdong,Erythromycin,Macrolides,3.5,ng/g,2013,209
soil,Guangdong,Erythromycin-H2O,Macrolides,1,ng/g,2009,106
soil,Guangdong,Florfenicol,Phenicols,0.64,ng/g,NA,11
soil,Guangdong,Lincomycin,Lincosamides,0.2,ng/g,2015,50
soil,Guangdong,Lomefloxacin,Fluoroquinolones,0.8,ng/g,NA,186
soil,Guangdong,Norfloxacin,Fluoroquinolones,24.95,ng/g,2015,105
soil,Guangdong,Ofloxacin,Fluoroquinolones,27.2,ng/g,2015,105
soil,Guangdong,Oxytetracycline,Tetracyclines,5.77,ng/g,NA,11
soil,Guangdong,Penicillin G,Beta-lactams,1.23,ng/g,2015,50
soil,Guangdong,Penicillin V,Beta-lactams,4.34,ng/g,2015,50
soil,Guangdong,Roxithromycin,Macrolides,0.08,ng/g,2009,106
soil,Guangdong,Sulfadiazine,Sulfonamides,3.2249999999999996,ng/g,2009,106
soil,Guangdong,Sulfadimethoxine,Sulfonamides,3.6750000000000003,ng/g,NA,133
soil,Guangdong,Sulfadimethoxypyrimidine,Sulfonamides,3.18,ng/g,2009,106
soil,Guangdong,Sulfadimidine,Sulfonamides,3.8,ng/g,NA,11
soil,Guangdong,Sulfamerazine,Sulfonamides,13.4,ng/g,NA,119
soil,Guangdong,Sulfameter,Sulfonamides,51.4,ng/g,NA,133
soil,Guangdong,Sulfamethoxazole,Sulfonamides,0.2,ng/g,2009,106
soil,Guangdong,Sulfamethoxydiazine,Sulfonamides,12.524999999999999,ng/g,NA,119
soil,Guangdong,Sulfamonomethoxine,Sulfonamides,2.355,ng/g,2015,50
soil,Guangdong,Sulfapyridine,Sulfonamides,2.6,ng/g,NA,119
soil,Guangdong,Sulfaquinoxaline,Sulfonamides,0.63,ng/g,2015,50
soil,Guangdong,Sulfathiazole,Sulfonamides,20.4,ng/g,NA,119
soil,Guangdong,Tetracycline,Tetracyclines,14.4,ng/g,NA,11
soil,Guangdong,Trimethoprim,Diaminopyrimidines,0.48,ng/g,2009,106
soil,Guangdong,Tylosin,Macrolides,1.0725,ng/g,2015,50
soil,Guangdong,Vancomycin,Other,0.77,ng/g,2015,50
soil,Guangxi,Chlortetracycline,Tetracyclines,350.15,ng/g,2010,200
soil,Guangxi,Ciprofloxacin,Fluoroquinolones,5.37,ng/g,2010,200
soil,Guangxi,Difloxacin,Fluoroquinolones,4.01,ng/g,2010,200
soil,Guangxi,Doxycycline,Tetracyclines,18.8,ng/g,2010,200
soil,Guangxi,Enrofloxacin,Fluoroquinolones,6.525,ng/g,2010,200
soil,Guangxi,Lincomycin,Lincosamides,92.3,ng/g,2010,200
soil,Guangxi,Norfloxacin,Fluoroquinolones,12.375,ng/g,2010,200
soil,Guangxi,Ofloxacin,Fluoroquinolones,54.925,ng/g,2010,200
soil,Guangxi,Oxytetracycline,Tetracyclines,30.445,ng/g,2010,200
soil,Guangxi,Pefloxacin,Fluoroquinolones,20.45,ng/g,2010,200
soil,Guangxi,Sulfachloropyridazine,Sulfonamides,5.11,ng/g,2010,200
soil,Guangxi,Sulfadiazine,Sulfonamides,3.7125000000000004,ng/g,2010,200
soil,Guangxi,Sulfadimidine,Sulfonamides,2.7675,ng/g,2010,200
soil,Guangxi,Sulfamonomethoxine,Sulfonamides,4.0275,ng/g,2010,200
soil,Guangxi,Sulfaquinoxaline,Sulfonamides,2.02,ng/g,2010,200
soil,Guangxi,Tetracycline,Tetracyclines,20.195,ng/g,2010,200
soil,Guangxi,Trimethoprim,Diaminopyrimidines,3.2,ng/g,2010,200
soil,Guizhou,Doxycycline,Tetracyclines,23.2,ng/g,NA,83
soil,Guizhou,Enrofloxacin,Fluoroquinolones,3.25,ng/g,NA,83
soil,Guizhou,Oxytetracycline,Tetracyclines,152,ng/g,NA,83
soil,Hainan,Ciprofloxacin,Fluoroquinolones,20.7,ng/g,NA,83
soil,Hainan,Doxycycline,Tetracyclines,4447.5,ng/g,NA,83
soil,Hainan,Enrofloxacin,Fluoroquinolones,64.1,ng/g,NA,83
soil,Hainan,Erythromycin,Macrolides,0.2,ng/g,NA,83
soil,Hainan,Norfloxacin,Fluoroquinolones,0.6,ng/g,NA,83
soil,Hainan,Ofloxacin,Fluoroquinolones,1.8,ng/g,NA,83
soil,Hainan,Oxytetracycline,Tetracyclines,7580,ng/g,NA,83
soil,Hainan,Sulfadiazine,Sulfonamides,4.73,ng/g,NA,83
soil,Hainan,Sulfadimidine,Sulfonamides,0.67,ng/g,NA,83
soil,Hainan,Sulfamethoxazole,Sulfonamides,0.07,ng/g,NA,83
soil,Hainan,Sulfamethoxydiazine,Sulfonamides,0.73,ng/g,NA,83
soil,Hainan,Sulfamonomethoxine,Sulfonamides,0.73,ng/g,NA,83
soil,Hainan,Tetracycline,Tetracyclines,83.79999999999998,ng/g,NA,83
soil,Hainan,Tylosin,Macrolides,0.4,ng/g,NA,83
soil,Hebei,Azithromycin,Macrolides,11.34,ng/g,2016,147
soil,Hebei,Chlortetracycline,Tetracyclines,21.46,ng/g,2016,147
soil,Hebei,Ciprofloxacin,Fluoroquinolones,5.97,ng/g,2016,147
soil,Hebei,Danofloxacin,Fluoroquinolones,0.22,ng/g,2016,147
soil,Hebei,Doxycycline,Tetracyclines,12.5,ng/g,2016,147
soil,Hebei,Enrofloxacin,Fluoroquinolones,6.54,ng/g,2016,147
soil,Hebei,Florfenicol,Phenicols,0.06,ng/g,2016,147
soil,Hebei,Oxytetracycline,Tetracyclines,20.985,ng/g,2008,13
soil,Hebei,Sarafloxacin,Fluoroquinolones,0.06,ng/g,2016,147
soil,Hebei,Sulfadiazine,Sulfonamides,0.01,ng/g,2016,147
soil,Hebei,Sulfadimidine,Sulfonamides,0.11,ng/g,2016,147
soil,Hebei,Sulfamethoxazole,Sulfonamides,0.56,ng/g,2016,147
soil,Hebei,Sulfamonomethoxine,Sulfonamides,0.71,ng/g,2016,147
soil,Hebei,Sulfaquinoxaline,Sulfonamides,1.22,ng/g,2016,147
soil,Hebei,Tetracycline,Tetracyclines,7.22,ng/g,2008,13
soil,Hebei,Tilmicosin,Macrolides,0.42,ng/g,2016,147
soil,Hebei,Trimethoprim,Diaminopyrimidines,0.3225,ng/g,2008,13
soil,Hebei,Tylosin,Macrolides,0.48,ng/g,2016,147
soil,Heilongjiang,Chlortetracycline,Tetracyclines,32.56,ng/g,2015,137
soil,Heilongjiang,Doxycycline,Tetracyclines,87.53,ng/g,2015,137
soil,Heilongjiang,Oxytetracycline,Tetracyclines,18.27,ng/g,2015,137
soil,Heilongjiang,Tetracycline,Tetracyclines,43.38,ng/g,2015,137
soil,Henan,Azithromycin,Macrolides,11.34,ng/g,2016,147
soil,Henan,Chlortetracycline,Tetracyclines,16.095,ng/g,2016,147
soil,Henan,Ciprofloxacin,Fluoroquinolones,5.97,ng/g,2016,147
soil,Henan,Danofloxacin,Fluoroquinolones,0.22,ng/g,2016,147
soil,Henan,Doxycycline,Tetracyclines,9.375,ng/g,2016,147
soil,Henan,Enrofloxacin,Fluoroquinolones,162.26999999999998,ng/g,2016,147
soil,Henan,Florfenicol,Phenicols,0.06,ng/g,2016,147
soil,Henan,Oxytetracycline,Tetracyclines,27.825000000000003,ng/g,2016,147
soil,Henan,Sarafloxacin,Fluoroquinolones,0.06,ng/g,2016,147
soil,Henan,Sulfadiazine,Sulfonamides,27.090000000000003,ng/g,2016,147
soil,Henan,Sulfadimidine,Sulfonamides,2.825,ng/g,2016,147
soil,Henan,Sulfaguanidine,Sulfonamides,399,ng/g,NA,83
soil,Henan,Sulfamethoxazole,Sulfonamides,0.42000000000000004,ng/g,2016,147
soil,Henan,Sulfamonomethoxine,Sulfonamides,0.71,ng/g,2016,147
soil,Henan,Sulfaquinoxaline,Sulfonamides,1.22,ng/g,2016,147
soil,Henan,Tetracycline,Tetracyclines,8.7675,ng/g,2016,147
soil,Henan,Tilmicosin,Macrolides,0.42,ng/g,2016,147
soil,Henan,Tylosin,Macrolides,1585.24,ng/g,2016,147
soil,Hubei,Azithromycin,Macrolides,0.8,ng/g,2014,109
soil,Hubei,Chlortetracycline,Tetracyclines,16.035,ng/g,2014,109
soil,Hubei,Ciprofloxacin,Fluoroquinolones,22.8,ng/g,2014,109
soil,Hubei,Clarithromycin,Macrolides,0.7,ng/g,2014,109
soil,Hubei,Doxycycline,Tetracyclines,9.25,ng/g,2014,109
soil,Hubei,Enrofloxacin,Fluoroquinolones,30.425,ng/g,2014,109
soil,Hubei,Erythromycin,Macrolides,6.6,ng/g,2014,109
soil,Hubei,Lomefloxacin,Fluoroquinolones,7.4,ng/g,2014,109
soil,Hubei,Norfloxacin,Fluoroquinolones,19.625,ng/g,2014,109
soil,Hubei,Ofloxacin,Fluoroquinolones,28.83,ng/g,2015,149
soil,Hubei,Oxytetracycline,Tetracyclines,15.82,ng/g,2014,109
soil,Hubei,Roxithromycin,Macrolides,1.1,ng/g,2014,109
soil,Hubei,Sulfadiazine,Sulfonamides,2.8449999999999998,ng/g,2014,109
soil,Hubei,Sulfadimidine,Sulfonamides,20.38,ng/g,2015,149
soil,Hubei,Sulfameter,Sulfonamides,38.98,ng/g,2015,149
soil,Hubei,Sulfamethoxazole,Sulfonamides,2.7,ng/g,2014,109
soil,Hubei,Tetracycline,Tetracyclines,25.87,ng/g,2015,149
soil,Hubei,Trimethoprim,Diaminopyrimidines,15.33,ng/g,2015,149
soil,Jiangsu,Azithromycin,Macrolides,11.34,ng/g,2016,147
soil,Jiangsu,Chlortetracycline,Tetracyclines,12.88,ng/g,2009,100
soil,Jiangsu,Ciprofloxacin,Fluoroquinolones,5.97,ng/g,2009,100
soil,Jiangsu,Danofloxacin,Fluoroquinolones,0.22,ng/g,2016,147
soil,Jiangsu,Doxycycline,Tetracyclines,6,ng/g,2009,100
soil,Jiangsu,Enrofloxacin,Fluoroquinolones,10.7,ng/g,2014,108
soil,Jiangsu,Florfenicol,Phenicols,2.0300000000000002,ng/g,2009,100
soil,Jiangsu,Norfloxacin,Fluoroquinolones,4.9,ng/g,2014,108
soil,Jiangsu,Ofloxacin,Fluoroquinolones,9.5,ng/g,2014,108
soil,Jiangsu,Oxytetracycline,Tetracyclines,31.65,ng/g,2009,100
soil,Jiangsu,Roxithromycin,Macrolides,0.45,ng/g,2012,86
soil,Jiangsu,Sarafloxacin,Fluoroquinolones,0.06,ng/g,2016,147
soil,Jiangsu,Sulfachloropyridazine,Sulfonamides,3.4,ng/g,2012,86
soil,Jiangsu,Sulfadiazine,Sulfonamides,0.31499999999999995,ng/g,2014,108
soil,Jiangsu,Sulfadimethoxine,Sulfonamides,0.75,ng/g,2014,108
soil,Jiangsu,Sulfadimidine,Sulfonamides,0.95,ng/g,2009,100
soil,Jiangsu,Sulfamerazine,Sulfonamides,0.095,ng/g,2014,108
soil,Jiangsu,Sulfamethizole,Sulfonamides,0.55,ng/g,2014,108
soil,Jiangsu,Sulfamethoxazole,Sulfonamides,0.5800000000000001,ng/g,2009,100
soil,Jiangsu,Sulfamonomethoxine,Sulfonamides,1.1,ng/g,2016,147
soil,Jiangsu,Sulfaquinoxaline,Sulfonamides,1.22,ng/g,2016,147
soil,Jiangsu,Tetracycline,Tetracyclines,8.545,ng/g,2009,100
soil,Jiangsu,Tilmicosin,Macrolides,0.42,ng/g,2016,147
soil,Jiangsu,Tylosin,Macrolides,0.36,ng/g,2016,147
soil,Jiangxi,Apo-Oxytetracycline,Tetracyclines,5.28,ng/g,NA,104
soil,Jiangxi,Chlortetracycline,Tetracyclines,2.83,ng/g,NA,104
soil,Jiangxi,Doxycycline,Tetracyclines,1.86,ng/g,NA,104
soil,Jiangxi,Enrofloxacin,Fluoroquinolones,5.866666666666667,ng/g,NA,83
soil,Jiangxi,Epianhydrotetracycline,Tetracyclines,3.45,ng/g,NA,104
soil,Jiangxi,Epitetracycline,Tetracyclines,0.21,ng/g,NA,104
soil,Jiangxi,Isochlortetracycline,Tetracyclines,0.8399999999999999,ng/g,NA,104
soil,Jiangxi,Norfloxacin,Fluoroquinolones,6.966666666666666,ng/g,NA,83
soil,Jiangxi,Ofloxacin,Fluoroquinolones,28.600000000000005,ng/g,NA,83
soil,Jiangxi,Oxytetracycline,Tetracyclines,21.59,ng/g,NA,104
soil,Jiangxi,Sulfamethoxazole,Sulfonamides,39.96666666666666,ng/g,NA,83
soil,Jiangxi,Sulfamethoxydiazine,Sulfonamides,2.8733333333333326,ng/g,NA,83
soil,Jiangxi,Sulfamonomethoxine,Sulfonamides,6.166666666666667,ng/g,NA,83
soil,Jiangxi,Sulfathiazole,Sulfonamides,4.8,ng/g,NA,83
soil,Jiangxi,Tetracycline,Tetracyclines,0.69,ng/g,NA,104
soil,Jilin,Doxycycline,Tetracyclines,16.75,ng/g,NA,83
soil,Jilin,Ofloxacin,Fluoroquinolones,298.3,ng/g,NA,83
soil,Jilin,Oxytetracycline,Tetracyclines,9.2,ng/g,NA,83
soil,Jilin,Sulfamonomethoxine,Sulfonamides,2.435,ng/g,NA,83
soil,Liaoning,Chlortetracycline,Tetracyclines,1520.6,ng/g,2013,178
soil,Liaoning,Ciprofloxacin,Fluoroquinolones,21.700735294117646,ng/g,2013,171
soil,Liaoning,Doxycycline,Tetracyclines,159.07647058823528,ng/g,2013,178
soil,Liaoning,Enrofloxacin,Fluoroquinolones,19.063970588235296,ng/g,2013,171
soil,Liaoning,Erythromycin,Macrolides,1.023529411764706,ng/g,2013,178
soil,Liaoning,Furazolidone,Other,5.270588235294118,ng/g,2013,178
soil,Liaoning,Lomefloxacin,Fluoroquinolones,0.475,ng/g,2013,171
soil,Liaoning,Norfloxacin,Fluoroquinolones,3.575,ng/g,2013,171
soil,Liaoning,Ofloxacin,Fluoroquinolones,9.694852941176473,ng/g,2013,171
soil,Liaoning,Oxytetracycline,Tetracyclines,124.80000000000004,ng/g,2013,178
soil,Liaoning,Pipemidic Acid,Quinolones,0.35,ng/g,2013,171
soil,Liaoning,Roxithromycin,Macrolides,14.32941176470588,ng/g,2013,178
soil,Liaoning,Sulfachloropyridazine,Sulfonamides,20.91764705882353,ng/g,2013,178
soil,Liaoning,Sulfadiazine,Sulfonamides,0.18823529411764703,ng/g,2013,178
soil,Liaoning,Sulfadimidine,Sulfonamides,42.97058823529412,ng/g,2013,178
soil,Liaoning,Sulfamethoxazole,Sulfonamides,12.323529411764705,ng/g,2013,178
soil,Liaoning,Sulfamonomethoxine,Sulfonamides,1.7058823529411762,ng/g,2013,178
soil,Liaoning,Tetracycline,Tetracyclines,23.22941176470588,ng/g,2013,178
soil,Liaoning,Trimethoprim,Diaminopyrimidines,15.241176470588233,ng/g,2013,178
soil,Liaoning,Tylosin,Macrolides,8.147058823529413,ng/g,2013,178
soil,Ningxia,Ciprofloxacin,Fluoroquinolones,33.2,ng/g,NA,NEW_NINGXIA_SHEN_2022
soil,Ningxia,Enrofloxacin,Fluoroquinolones,172.2,ng/g,NA,NEW_NINGXIA_SHEN_2022
soil,Ningxia,Neomycin,Other,17.6,ng/g,NA,NEW_NINGXIA_SHEN_2022
soil,Ningxia,Ofloxacin,Fluoroquinolones,83.5,ng/g,NA,NEW_NINGXIA_SHEN_2022
soil,Ningxia,Oxytetracycline,Tetracyclines,57.2,ng/g,NA,NEW_NINGXIA_SHEN_2022
soil,Ningxia,Pefloxacin,Fluoroquinolones,16.55,ng/g,NA,NEW_NINGXIA_SHEN_2022
soil,Shandong,Azithromycin,Macrolides,4.6,ng/g,2019,71
soil,Shandong,Chloramphenicol,Phenicols,1.9500000000000002,ng/g,2015,125
