sample_type,province,antibiotic,median_concentration,sam_Y,pub_id,pub_full,lod_est
soil,Jilin,Ofloxacin,298.3,NA,83,"Liu, C. et al. Effects of wastewater treatment and manure application on the dissemination of antimicrobial resistance around swine feedlots. J. Clean. Prod. 280, doi:10.1016/j.jclepro.2020.123794 (2143).",298.3
soil,Jilin,Oxytetracycline,9.2,NA,83,"Liu, C. et al. Effects of wastewater treatment and manure application on the dissemination of antimicrobial resistance around swine feedlots. J. Clean. Prod. 280, doi:10.1016/j.jclepro.2020.123794 (2139).",9.2
soil,Jilin,Sulfamonomethoxine,2.435,NA,83,"Liu, C. et al. Effects of wastewater treatment and manure application on the dissemination of antimicrobial resistance around swine feedlots. J. Clean. Prod. 280, doi:10.1016/j.jclepro.2020.123794 (2130).",2.435
soil,Liaoning,Chlortetracycline,1520.6,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2022).",1520.6
soil,Liaoning,Ciprofloxacin,21.700735294117646,2013,171,"Xu, Y., Yu, W., Ma, Q. & Zhou, H. Occurrence of (fluoro)quinolones and (fluoro)quinolone resistance in soil receiving swine manure for 11 years. Sci Total Environ 530-531, 191-197, doi:10.1016/j.scitotenv.2015.04.046 (2019).",10.525
soil,Liaoning,Doxycycline,159.07647058823528,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2024).",159.07647058823528
soil,Liaoning,Enrofloxacin,19.063970588235296,2013,171,"Xu, Y., Yu, W., Ma, Q. & Zhou, H. Occurrence of (fluoro)quinolones and (fluoro)quinolone resistance in soil receiving swine manure for 11 years. Sci Total Environ 530-531, 191-197, doi:10.1016/j.scitotenv.2015.04.046 (2017).",5.775
soil,Liaoning,Erythromycin,1.023529411764706,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2029).",1.023529411764706
soil,Liaoning,Lomefloxacin,0.475,2013,171,"Xu, Y., Yu, W., Ma, Q. & Zhou, H. Occurrence of (fluoro)quinolones and (fluoro)quinolone resistance in soil receiving swine manure for 11 years. Sci Total Environ 530-531, 191-197, doi:10.1016/j.scitotenv.2015.04.046 (2016).",0.475
soil,Liaoning,Norfloxacin,3.575,2013,171,"Xu, Y., Yu, W., Ma, Q. & Zhou, H. Occurrence of (fluoro)quinolones and (fluoro)quinolone resistance in soil receiving swine manure for 11 years. Sci Total Environ 530-531, 191-197, doi:10.1016/j.scitotenv.2015.04.046 (2018).",3.575
soil,Liaoning,Ofloxacin,9.694852941176473,2013,171,"Xu, Y., Yu, W., Ma, Q. & Zhou, H. Occurrence of (fluoro)quinolones and (fluoro)quinolone resistance in soil receiving swine manure for 11 years. Sci Total Environ 530-531, 191-197, doi:10.1016/j.scitotenv.2015.04.046 (2020).",3.425
soil,Liaoning,Oxytetracycline,124.80000000000004,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2023).",124.80000000000004
soil,Liaoning,Pipemidic Acid,0.35,2013,171,"Xu, Y., Yu, W., Ma, Q. & Zhou, H. Occurrence of (fluoro)quinolones and (fluoro)quinolone resistance in soil receiving swine manure for 11 years. Sci Total Environ 530-531, 191-197, doi:10.1016/j.scitotenv.2015.04.046 (2015).",0.35
soil,Liaoning,Roxithromycin,14.32941176470588,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2028).",14.32941176470588
soil,Liaoning,Sulfachloropyridazine,20.91764705882353,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2019).",20.91764705882353
soil,Liaoning,Sulfadiazine,0.18823529411764703,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2015).",0.18823529411764703
soil,Liaoning,Sulfamethazine,42.97058823529412,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2018).",42.97058823529412
soil,Liaoning,Sulfamethoxazole,12.323529411764705,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2016).",12.323529411764705
soil,Liaoning,Sulfamonomethoxine,1.7058823529411762,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2017).",1.7058823529411762
soil,Liaoning,Tetracycline,23.22941176470588,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2021).",23.22941176470588
soil,Liaoning,Trimethoprim,15.241176470588233,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2020).",15.241176470588233
soil,Liaoning,Tylosin,8.147058823529413,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2030).",8.147058823529413
soil,Shandong,Azithromycin,4.6,2019,71,"Wang, K., Reguyal, F. & Zhuang, T. Risk assessment and investigation of landfill leachate as a source of emerging organic contaminants to the surrounding environment: a case study of the largest landfill in Jinan City, China. Environ Sci Pollut Res Int, doi:10.1007/s11356-020-10093-8 (2020).",4.6
soil,Shandong,Chloramphenicol,1.9500000000000002,2015,125,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",2.6
soil,Shandong,Chlortetracycline,71.24,2010,189,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2014).",71.24
soil,Shandong,Ciprofloxacin,104.4,2019,71,"Wang, K., Reguyal, F. & Zhuang, T. Risk assessment and investigation of landfill leachate as a source of emerging organic contaminants to the surrounding environment: a case study of the largest landfill in Jinan City, China. Environ Sci Pollut Res Int, doi:10.1007/s11356-020-10093-8 (2020).",2.805
soil,Shandong,Doxycycline,33.4065,2015,125,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",0.503
soil,Shandong,Enrofloxacin,18.6,2010,91,"Shi, W.-j., Yue, T.-x., Du, Z.-p., Wang, Z. & Li, X.-w. Surface modeling of soil antibiotics. Science of the Total Environment 543 (2017).",1.467
soil,Shandong,Erythromycin,0.003,2010,189,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2021).",0.003
soil,Shandong,Florfenicol,0.22649999999999998,2015,125,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",0.302
soil,Shandong,Levofloxacin,1.057,2015,125,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",1.057
soil,Shandong,Norfloxacin,55.7,2010,91,"Shi, W.-j., Yue, T.-x., Du, Z.-p., Wang, Z. & Li, X.-w. Surface modeling of soil antibiotics. Science of the Total Environment 543 (2018).",1.02
soil,Shandong,Ofloxacin,24.189999999999998,2019,71,"Wang, K., Reguyal, F. & Zhuang, T. Risk assessment and investigation of landfill leachate as a source of emerging organic contaminants to the surrounding environment: a case study of the largest landfill in Jinan City, China. Environ Sci Pollut Res Int, doi:10.1007/s11356-020-10093-8 (2020).",3.3
soil,Shandong,Oxytetracycline,107.15,2010,189,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2013).",107.15
soil,Shandong,Roxithromycin,0.29,2010,189,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2022).",0.29
soil,Shandong,Sulfadiazine,0.675,2019,71,"Wang, K., Reguyal, F. & Zhuang, T. Risk assessment and investigation of landfill leachate as a source of emerging organic contaminants to the surrounding environment: a case study of the largest landfill in Jinan City, China. Environ Sci Pollut Res Int, doi:10.1007/s11356-020-10093-8 (2020).",0.6
soil,Shandong,Sulfamethazine,2.2199999999999998,2019,71,"Wang, K., Reguyal, F. & Zhuang, T. Risk assessment and investigation of landfill leachate as a source of emerging organic contaminants to the surrounding environment: a case study of the largest landfill in Jinan City, China. Environ Sci Pollut Res Int, doi:10.1007/s11356-020-10093-8 (2020).",1.65
soil,Shandong,Sulfamethoxazole,0.17,2010,189,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2017).",0.17
soil,Shandong,Tetracycline,29.3,2010,189,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",29.3
soil,Shanghai,Chloramphenicol,4600,NA,166,"Ji, X. et al. Antibiotic resistance gene abundances associated with antibiotics and heavy metals in animal manures and agricultural soils adjacent to feedlots in Shanghai; China. Journal of Hazardous Materials 235-236 (2017).",4600
soil,Shanghai,Chlortetracycline,1.5,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2103).",1.5
soil,Shanghai,Ciprofloxacin,17.8,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2115).",0.3
soil,Shanghai,Difloxacin,0.37,2006,179,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2032).",0.37
soil,Shanghai,Doxycycline,7.45,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2104).",1
soil,Shanghai,Enrofloxacin,6.289999999999999,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2116).",2.35
soil,Shanghai,Erythromycin,0.05,2006,179,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2042).",0.05
soil,Shanghai,Fleroxacin,6.02,2006,179,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2034).",6.02
soil,Shanghai,Lomefloxacin,2.32,2006,179,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2035).",2.32
soil,Shanghai,Norfloxacin,20.84335,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2113).",11.2
soil,Shanghai,Ofloxacin,11.3515,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2114).",5.86
soil,Shanghai,Oxytetracycline,18.9,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2102).",13.4
soil,Shanghai,Roxithromycin,0.5800000000000001,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2117).",0.06
soil,Shanghai,Sarafloxacin,0.22,2006,179,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2022).",0.22
soil,Shanghai,Spiramycin,0.02,2006,179,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2025).",0.02
soil,Shanghai,Sulfachloropyridazine,3,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2112).",3
soil,Shanghai,Sulfadiazine,0.49,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2105).",0.03
soil,Shanghai,Sulfadimethoxine,0.6,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2110).",0.29
soil,Shanghai,Sulfamerazine,0.01,2014,108,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2020).",0.01
soil,Shanghai,Sulfamethazine,0.42500000000000004,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2107).",0.01
soil,Shanghai,Sulfamethizole,0.55,2014,108,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2019).",0.55
soil,Shanghai,Sulfamethoxazole,0.57,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2106).",0.5
soil,Shanghai,Sulfamonomethoxine,0.8,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2109).",0.01
soil,Shanghai,Sulfapyridine,0.01,2006,179,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2022).",0.01
soil,Shanghai,Tetracycline,2.07,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2101).",1.2
soil,Shanghai,Tylosin,0.003,2006,179,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2040).",0.003
soil,Shanxi,Chlortetracycline,9.969000000000001,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2022).",0.01
soil,Shanxi,Ciprofloxacin,1.22,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2032).",1.22
soil,Shanxi,Clarithromycin,0.25,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2020).",0.25
soil,Shanxi,Doxycycline,21.392000000000003,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2025).",21.392000000000003
soil,Shanxi,Enrofloxacin,34.242,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2030).",0.17
soil,Shanxi,Erythromycin,13.636,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2021).",13.636
soil,Shanxi,Fleroxacin,81.278,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2028).",81.278
soil,Shanxi,Gatifloxacin,16.038,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2027).",16.038
soil,Shanxi,Lomefloxacin,20.33,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2031).",20.33
soil,Shanxi,Norfloxacin,2.54,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2034).",2.54
soil,Shanxi,Ofloxacin,1.09,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2029).",1.09
soil,Shanxi,Oxytetracycline,1.7280000000000002,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2023).",0.8299999999999998
soil,Shanxi,Roxithromycin,0.168,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2019).",0.168
soil,Shanxi,Sparfloxacin,12.004,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2026).",12.004
soil,Shanxi,Sulfachinoxaline,0.015,2017,81,"Zhu, Y. et al. The occurrence and spatial distribution of typical antibiotics in soils along the Fenhe River in Shanxi Province. J. Soils Sed. 20, 889-899, doi:10.1007/s11368-019-02402-7 (2027).",0.01
soil,Shanxi,Sulfadiazine,0.876,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2041).",0.02
soil,Shanxi,Sulfadimethoxine,0.02,2017,81,"Zhu, Y. et al. The occurrence and spatial distribution of typical antibiotics in soils along the Fenhe River in Shanxi Province. J. Soils Sed. 20, 889-899, doi:10.1007/s11368-019-02402-7 (2029).",0.02
soil,Shanxi,Sulfamerazine,0.418,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2038).",0.418
soil,Shanxi,Sulfameter,0.434,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2035).",0.01
soil,Shanxi,Sulfamethazine,0.522,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2037).",0.01
soil,Shanxi,Sulfamethoxazole,3.609,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2040).",0.07
soil,Shanxi,Sulfamonomethoxine,0.01,2017,81,"Zhu, Y. et al. The occurrence and spatial distribution of typical antibiotics in soils along the Fenhe River in Shanxi Province. J. Soils Sed. 20, 889-899, doi:10.1007/s11368-019-02402-7 (2028).",0.01
soil,Shanxi,Sulfapyridine,0.4779999999999999,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2042).",0.4779999999999999
soil,Shanxi,Tetracycline,1.767,NA,33,"Li, J., Dong, Y., Sun, Z. & Ding, H. in 16th International Symposium on Water-Rock Interaction Vol. 98  (eds O. Shoukar-Stach et al.) (EDP Sciences, Cedex A, 2024).",0.27
soil,Sichuan,Azithromycin,11.34,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2062).",11.34
soil,Sichuan,Chlortetracycline,21.46,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2067).",21.46
soil,Sichuan,Ciprofloxacin,5.97,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2059).",5.97
soil,Sichuan,Danofloxacin,0.22,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2060).",0.22
soil,Sichuan,Doxycycline,12.5,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2068).",12.5
soil,Sichuan,Enrofloxacin,6.54,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2058).",6.54
soil,Sichuan,Florfenicol,0.06,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2069).",0.06
soil,Sichuan,Oxytetracycline,37.1,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2066).",37.1
soil,Sichuan,Sarafloxacin,0.06,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2061).",0.06
soil,Sichuan,Sulfadiazine,0.01,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2053).",0.01
soil,Sichuan,Sulfamethazine,0.11,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2055).",0.11
soil,Sichuan,Sulfamethoxazole,0.56,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2054).",0.56
soil,Sichuan,Sulfamonomethoxine,0.71,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2056).",0.71
soil,Sichuan,Sulfaquinoxaline,1.22,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2057).",1.22
soil,Sichuan,Tetracycline,11.69,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2065).",11.69
soil,Sichuan,Tilmicosin,0.42,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2063).",0.42
soil,Sichuan,Tylosin,0.48,2016,131,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2064).",0.48
soil,Tianjin,Chloramphenicol,0.6000000000000001,2007,6,"Hu, X., Zhou, Q. & Luo, Y. Occurrence and source analysis of typical veterinary antibiotics in manure, soil, vegetables and groundwater from organic vegetable bases, northern China. Environmental Pollution 158 (2016).",0.6000000000000001
soil,Tianjin,Chlortetracycline,41.5,2007,6,"Hu, X., Zhou, Q. & Luo, Y. Occurrence and source analysis of typical veterinary antibiotics in manure, soil, vegetables and groundwater from organic vegetable bases, northern China. Environmental Pollution 158 (2012).",8.5
soil,Tianjin,Ciprofloxacin,13.600000000000001,2007,6,"Hu, X., Zhou, Q. & Luo, Y. Occurrence and source analysis of typical veterinary antibiotics in manure, soil, vegetables and groundwater from organic vegetable bases, northern China. Environmental Pollution 158 (2019).",0.8
soil,Tianjin,Doxycycline,159.07647058823528,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2024).",159.07647058823528
soil,Tianjin,Enrofloxacin,30.676470588235297,NA,165,"Hu, W. et al. Simultaneous extraction and determination of fluoroquinolones, tetracyclines and sulfonamides antibiotics in soils using optimised solid phase extraction chromatography-tandem mass spectrometry. International Journal of Environmental Analytical Chemistry 92 (2012).",29
soil,Tianjin,Erythromycin,1.023529411764706,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2029).",1.023529411764706
soil,Tianjin,Lincomycin,6.4,2007,6,"Hu, X., Zhou, Q. & Luo, Y. Occurrence and source analysis of typical veterinary antibiotics in manure, soil, vegetables and groundwater from organic vegetable bases, northern China. Environmental Pollution 158 (2020).",6.4
soil,Tianjin,Norfloxacin,43,NA,165,"Hu, W. et al. Simultaneous extraction and determination of fluoroquinolones, tetracyclines and sulfonamides antibiotics in soils using optimised solid phase extraction chromatography-tandem mass spectrometry. International Journal of Environmental Analytical Chemistry 92 (2012).",43
