reference_number,source_dataset,full_reference_name,article_link,place_in_article_data_extracted_from,province,location,sample_type,matrix,sample_year,season,antibiotic,group_of_antibiotic,unit_raw,mean_raw,max_raw,conversion_factor,unit_converted,mean_converted,max_converted,flag_codes,flag_reasons,suggested_unit_note
150,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Xu, Y. et al. Spatiotemporal profile of tetracycline and sulfonamide and their resistance on a catchment scale. Environmental pollution (Barking, Essex : 1987) 241 (2018).",https://scholar.google.com/scholar?q=Spatiotemporal+profile+of+tetracycline+and+sulfonamide+and+their+resistance+on+a+catchment+scale,Zhang 2022 supplementary dataset (Sheet7 record),Liaoning,Liaohe River,sediment,sediment,2015,spring,Oxytetracycline,tetracyclines,g/kg dw,214.47,2711.46,1000000,ng/g dw,214470000,2711460000,extreme_converted;high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+09 ng/g or ng/L; Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 214500 ng/g dw; if µg/kg not g/kg, mean would be 214.5 ng/g dw; if ng/g not g/kg, mean would be 214.5 ng/g dw"
200,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhou, L.-J. et al. Excretion masses and environmental occurrence of antibiotics in typical swine and dairy cattle farms in China. Science of the Total Environment 444 (2013).",https://scholar.google.com/scholar?q=Excretion+masses+and+environmental+occurrence+of+antibiotics+in+typical+swine+and+dairy+cattle+farms+in+China,Zhang 2022 supplementary dataset (Sheet7 record),Guangxi,"Yulin, Bobai County",sediment,sediment,2010,winter,Oxytetracycline,tetracyclines,g/kg dw,214,NA,1000000,ng/g dw,214000000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 214000 ng/g dw; if µg/kg not g/kg, mean would be 214 ng/g dw; if ng/g not g/kg, mean would be 214 ng/g dw"
167,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,Dagu Drainage River,sediment,sediment,2011,spring,Ciprofloxacin,fluoroquinolones,g/kg dw,212.263157894737,NA,1000000,ng/g dw,212263157.894737,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 212300 ng/g dw; if µg/kg not g/kg, mean would be 212.3 ng/g dw; if ng/g not g/kg, mean would be 212.3 ng/g dw"
31,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Guangzhou, Liwan district",sediment,sediment,NA,NA,Norfloxacin,tetracyclines,g/kg dw,208,NA,1000000,ng/g dw,208000000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 208000 ng/g dw; if µg/kg not g/kg, mean would be 208 ng/g dw; if ng/g not g/kg, mean would be 208 ng/g dw"
177,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Jiang, H. et al. Occurrence and Potential Sources of Antibiotics in Beijiang River, Southern China. Asian Journal of Ecotoxicology 10, 132-140, doi:10.7524/aje.1673-5897.20150531001 (2015).",https://doi.org/10.7524/aje.1673-5897.20150531001,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,Beijiang River,sediment,sediment,2013,NA,Clarithromycin,macrolides,g/kg dw,207.8,415.5,1000000,ng/g dw,207800000,415500000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 207800 ng/g dw; if µg/kg not g/kg, mean would be 207.8 ng/g dw; if ng/g not g/kg, mean would be 207.8 ng/g dw"
192,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Huang, X. et al. Occurrence and distribution of veterinary antibiotics and tetracycline resistance genes in farmland soils around swine feedlots in Fujian Province, China. Environmental Science and Pollution Research 20 (2013).",https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+veterinary+antibiotics+and+tetracycline+resistance+genes+in+farmland+soils+around+swine+feedlots+in+Fujian+Province%2C+Ch,Zhang 2022 supplementary dataset (Sheet7 record),Fujian,Putian,soil,soil,2011,NA,Ofloxacin,fluoroquinolones,g/kg dw,205.7,205.7,1000000,ng/g dw,205700000,205700000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 205700 ng/g dw; if µg/kg not g/kg, mean would be 205.7 ng/g dw; if ng/g not g/kg, mean would be 205.7 ng/g dw"
183,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,the mainstream of the Haihe River,sediment,sediment,2008,winter,Norfloxacin,fluoroquinolones,g/kg dw,205,NA,1000000,ng/g dw,205000000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 205000 ng/g dw; if µg/kg not g/kg, mean would be 205 ng/g dw; if ng/g not g/kg, mean would be 205 ng/g dw"
124,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",https://scholar.google.com/scholar?q=Diverse+and+abundant+antibiotic+resistance+genes+from+mariculture+sites+of+China%27s+coastline,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,Tangshan,sediment,sediment,2015,autumn,Oxytetracycline,tetracyclines,g/kg dw,200,215.83,1000000,ng/g dw,200000000,215830000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 2e+05 ng/g dw; if µg/kg not g/kg, mean would be 200 ng/g dw; if ng/g not g/kg, mean would be 200 ng/g dw"
202,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wang, N. Pollution characteristics and risks of sulfonamides antibiotics and their resisitance genes in the environment, Nanjing University, (2014).",https://scholar.google.com/scholar?q=Pollution+characteristics+and+risks+of+sulfonamides+antibiotics+and+their+resisitance+genes+in+the+environment%2C+Nanjing+University%2C,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,Xuzhou,soil,soil,2011,summer,Enrofloxacin,fluoroquinolones,g/kg dw,197,NA,1000000,ng/g dw,197000000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 197000 ng/g dw; if µg/kg not g/kg, mean would be 197 ng/g dw; if ng/g not g/kg, mean would be 197 ng/g dw"
210,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wang, N. et al. Pollution characteristics and environmental risk assessment of typical veterinary antibiotics in livestock farms in Southeastern China. Journal of environmental science and health. Part. B, Pesticides, food contaminants, and agricultural wastes 49 (2014).",https://scholar.google.com/scholar?q=Pollution+characteristics+and+environmental+risk+assessment+of+typical+veterinary+antibiotics+in+livestock+farms+in+Southeastern+China,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,Jiangsu,soil,soil,2011,summer,Enrofloxacin,fluoroquinolones,g/kg dw,197,NA,1000000,ng/g dw,197000000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 197000 ng/g dw; if µg/kg not g/kg, mean would be 197 ng/g dw; if ng/g not g/kg, mean would be 197 ng/g dw"
218,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Yuan, X., Qiang, Z., Ben, W., Zhu, B. & Liu, J. Rapid detection of multiple class pharmaceuticals in both municipal wastewater and sludge with ultra high performance liquid chromatography tandem mass spectrometry. Journal of Environmental Sciences 26, 1949-1959, doi:10.1016/j.jes.2014.06.022 (2014).",https://doi.org/10.1016/j.jes.2014.06.022,Zhang 2022 supplementary dataset (Sheet7 record),Beijing,Beijing,municipal sludge,sludge,NA,NA,Trimethoprim,sulfonamides,g/kg dw,195.97,NA,1000000,ng/g dw,195970000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 196000 ng/g dw; if µg/kg not g/kg, mean would be 196 ng/g dw; if ng/g not g/kg, mean would be 196 ng/g dw"
5,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Lu, X. W., Dang, Z. & Yang, C. Preliminary investigation of chloramphenicol in fish, water and sediment from freshwater aquaculture pond. Int. J. Environ. Sci. Technol. 6, 597-604, doi:10.1007/BF03326100 (2009).",https://doi.org/10.1007/BF03326100,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Guangzhou, Baiyun district",sediment,sediment,2006,autumn,Chloramphenicol,other,g/kg dw,195.7,NA,1000000,ng/g dw,195700000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 195700 ng/g dw; if µg/kg not g/kg, mean would be 195.7 ng/g dw; if ng/g not g/kg, mean would be 195.7 ng/g dw"
167,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,Dagu Drainage River,sediment,sediment,2010,spring,Sulfadiazine,sulfonamides,g/kg dw,195.105263157895,NA,1000000,ng/g dw,195105263.157895,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 195100 ng/g dw; if µg/kg not g/kg, mean would be 195.1 ng/g dw; if ng/g not g/kg, mean would be 195.1 ng/g dw"
1,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Xu, W. et al. Occurrence and elimination of antibiotics at four sewage treatment plants in the Pearl River Delta (PRD), South China. Water Research 41 (2007).",https://scholar.google.com/scholar?q=Occurrence+and+elimination+of+antibiotics+at+four+sewage+treatment+plants+in+the+Pearl+River+Delta+%28PRD%29%2C+South+China,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Guangzhou, Tianhe district, Liede",municipal sludge,sludge,2005,autumn,Erythromycin-H2O,macrolides,g/kg dw,195,NA,1000000,ng/g dw,195000000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 195000 ng/g dw; if µg/kg not g/kg, mean would be 195 ng/g dw; if ng/g not g/kg, mean would be 195 ng/g dw"
167,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Hu, X., He, K. & Zhou, Q. Occurrence, accumulation, attenuation and priority of typical antibiotics in sediments based on long-term field and modeling studies. Journal of Hazardous Materials 225-226 (2012).",https://scholar.google.com/scholar?q=Occurrence%2C+accumulation%2C+attenuation+and+priority+of+typical+antibiotics+in+sediments+based+on+long-term+field+and+modeling+studies,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,Dagu Drainage River,sediment,sediment,2011,spring,Minocycline,other,g/kg dw,194.789473684211,NA,1000000,ng/g dw,194789473.68421102,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 194800 ng/g dw; if µg/kg not g/kg, mean would be 194.8 ng/g dw; if ng/g not g/kg, mean would be 194.8 ng/g dw"
31,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Guangzhou, Baiyun district",sediment,sediment,NA,NA,Oxytetracycline,tetracyclines,g/kg dw,194,NA,1000000,ng/g dw,194000000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 194000 ng/g dw; if µg/kg not g/kg, mean would be 194 ng/g dw; if ng/g not g/kg, mean would be 194 ng/g dw"
149,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Yan, M., Xu, C., Huang, Y., Nie, H. & Wang, J. Tetracyclines, sulfonamides and quinolones and their corresponding resistance genes in the Three Gorges Reservoir, China. Science of the Total Environment 631-632 (2018).",https://scholar.google.com/scholar?q=Tetracyclines%2C+sulfonamides+and+quinolones+and+their+corresponding+resistance+genes+in+the+Three+Gorges+Reservoir%2C+China,Zhang 2022 supplementary dataset (Sheet7 record),Chongqing,Three Gorges Reservoir,sediment,sediment,2015,summer,Chlortetracycline,tetracyclines,g/kg dw,190.9,3.6,1000000,ng/g dw,190900000,3600000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 190900 ng/g dw; if µg/kg not g/kg, mean would be 190.9 ng/g dw; if ng/g not g/kg, mean would be 190.9 ng/g dw"
