reference_number,source_dataset,full_reference_name,article_link,place_in_article_data_extracted_from,province,location,sample_type,matrix,sample_year,season,antibiotic,group_of_antibiotic,unit_raw,mean_raw,max_raw,conversion_factor,unit_converted,mean_converted,max_converted,flag_codes,flag_reasons,suggested_unit_note
109,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Tong, L. et al. Distribution of antibiotics in alluvial sediment near animal breeding areas at the Jianghan Plain, Central China. Chemosphere 186 (2017).",https://scholar.google.com/scholar?q=Distribution+of+antibiotics+in+alluvial+sediment+near+animal+breeding+areas+at+the+Jianghan+Plain%2C+Central+China,Zhang 2022 supplementary dataset (Sheet7 record),Hubei,"Xiantao, Shahu County",sediment,sediment,2014,spring,Sulfadiazine,sulfonamides,g/kg dw,1.5,3.7,1000000,ng/g dw,1500000,3700000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1500 ng/g dw; if µg/kg not g/kg, mean would be 1.5 ng/g dw; if ng/g not g/kg, mean would be 1.5 ng/g dw"
183,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,the tributaries of Haihe River,sediment,sediment,2008,winter,Fleroxacin,fluoroquinolones,g/kg dw,1.5,NA,1000000,ng/g dw,1500000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1500 ng/g dw; if µg/kg not g/kg, mean would be 1.5 ng/g dw; if ng/g not g/kg, mean would be 1.5 ng/g dw"
183,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence, distribution and bioaccumulation of antibiotics in the Haihe River in China. Journal of environmental monitoring : JEM 14 (2012).",https://scholar.google.com/scholar?q=Occurrence%2C+distribution+and+bioaccumulation+of+antibiotics+in+the+Haihe+River+in+China,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,the mainstream of the Haihe River,sediment,sediment,2010,autumn,Erythromycin,macrolides,g/kg dw,1.5,NA,1000000,ng/g dw,1500000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1500 ng/g dw; if µg/kg not g/kg, mean would be 1.5 ng/g dw; if ng/g not g/kg, mean would be 1.5 ng/g dw"
14,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Chen, Y. S. et al. Investigation of 14 selected antibiotics in sediments of the typical cross sections of Tiaoxi River. Huan Jing Ke Xue 32, 667-672 (2011).",https://scholar.google.com/scholar?q=Investigation+of+14+selected+antibiotics+in+sediments+of+the+typical+cross+sections+of+Tiaoxi+River,Zhang 2022 supplementary dataset (Sheet7 record),Zhejiang,Tiaoxi River,sediment,sediment,NA,NA,Norfloxacin,fluoroquinolones,g/kg dw,1.5,2.8,1000000,ng/g dw,1500000,2800000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1500 ng/g dw; if µg/kg not g/kg, mean would be 1.5 ng/g dw; if ng/g not g/kg, mean would be 1.5 ng/g dw"
86,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",https://scholar.google.com/scholar?q=Residues+and+risks+of+veterinary+antibiotics+in+protected+vegetable+soils+following+application+of+different+manures,Zhang 2022 supplementary dataset (Sheet7 record),Shanghai,"Shanghai, Qingpu district",soil,soil,2012,NA,Chlortetracycline,tetracyclines,g/kg dw,1.5,NA,1000000,ng/g dw,1500000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1500 ng/g dw; if µg/kg not g/kg, mean would be 1.5 ng/g dw; if ng/g not g/kg, mean would be 1.5 ng/g dw"
26,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhao, F. et al. Soil contamination with antibiotics in a typical peri-urban area in eastern China: Seasonal variation, risk assessment, and microbial responses. Journal of environmental sciences (China) 79 (2019).",https://scholar.google.com/scholar?q=Soil+contamination+with+antibiotics+in+a+typical+peri-urban+area+in+eastern+China%3A+Seasonal+variation%2C+risk+assessment%2C+and+microbial+responses,Zhang 2022 supplementary dataset (Sheet7 record),Zhejiang,"Ningbo, Zhangxi watershed",soil,soil,2017,winter,Lomefloxacin,fluoroquinolones,g/kg dw,1.5,NA,1000000,ng/g dw,1500000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1500 ng/g dw; if µg/kg not g/kg, mean would be 1.5 ng/g dw; if ng/g not g/kg, mean would be 1.5 ng/g dw"
169,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Xiong, W. et al. Antibiotics, Antibiotic Resistance Genes, and Bacterial Community Composition in Fresh Water Aquaculture Environment in China. Microbial ecology 70 (2015).",https://scholar.google.com/scholar?q=Antibiotics%2C+Antibiotic+Resistance+Genes%2C+and+Bacterial+Community+Composition+in+Fresh+Water+Aquaculture+Environment+in+China,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,Guangdong,sediment,sediment,NA,NA,Oxytetracycline,tetracyclines,g/kg dw,1.49395,NA,1000000,ng/g dw,1493950,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1494 ng/g dw; if µg/kg not g/kg, mean would be 1.494 ng/g dw; if ng/g not g/kg, mean would be 1.494 ng/g dw"
45,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhang, Y. et al. DOM as an indicator of occurrence and risks of antibiotics in a city-river-reservoir system with multiple pollution sources. Sci Total Environ 686, 276-289, doi:10.1016/j.scitotenv.2019.05.439 (2019).",https://doi.org/10.1016/j.scitotenv.2019.05.439,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,"Suzhou, JinghangRiver",sediment,sediment,2017,NA,Sulfamonomethoxine,sulfonamides,g/kg dw,1.49,12.1,1000000,ng/g dw,1490000,12100000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1490 ng/g dw; if µg/kg not g/kg, mean would be 1.49 ng/g dw; if ng/g not g/kg, mean would be 1.49 ng/g dw"
194,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Na, G. et al. Occurrence, distribution, and bioaccumulation of antibiotics in coastal environment of Dalian, China. Marine Pollution Bulletin 69 (2013).",https://scholar.google.com/scholar?q=Occurrence%2C+distribution%2C+and+bioaccumulation+of+antibiotics+in+coastal+environment+of+Dalian%2C+China,Zhang 2022 supplementary dataset (Sheet7 record),Liaoning,Dalian,sediment,sediment,2011,summer,Sulfamethoxypyridazine,sulfonamides,g/kg dw,1.49,7.67,1000000,ng/g dw,1490000,7670000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1490 ng/g dw; if µg/kg not g/kg, mean would be 1.49 ng/g dw; if ng/g not g/kg, mean would be 1.49 ng/g dw"
45,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhang, Y. et al. DOM as an indicator of occurrence and risks of antibiotics in a city-river-reservoir system with multiple pollution sources. Sci Total Environ 686, 276-289, doi:10.1016/j.scitotenv.2019.05.439 (2019).",https://doi.org/10.1016/j.scitotenv.2019.05.439,Zhang 2022 supplementary dataset (Sheet7 record),Shanghai,Shanghai,sediment,sediment,2017,NA,Sulfamonomethoxine,sulfonamides,g/kg dw,1.49,12.1,1000000,ng/g dw,1490000,12100000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1490 ng/g dw; if µg/kg not g/kg, mean would be 1.49 ng/g dw; if ng/g not g/kg, mean would be 1.49 ng/g dw"
44,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Yuan, J., Ni, M., Liu, M., Zheng, Y. & Gu, Z. Occurrence of antibiotics and antibiotic resistance genes in a typical estuary aquaculture region of Hangzhou Bay, China. Marine Pollution Bulletin 138 (2019).",https://scholar.google.com/scholar?q=Occurrence+of+antibiotics+and+antibiotic+resistance+genes+in+a+typical+estuary+aquaculture+region+of+Hangzhou+Bay%2C+China,Zhang 2022 supplementary dataset (Sheet7 record),Zhejiang,Hangzhou Bay,sediment,sediment,2016,summer,Oxytetracycline,tetracyclines,g/kg dw,1.49,2.69,1000000,ng/g dw,1490000,2690000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1490 ng/g dw; if µg/kg not g/kg, mean would be 1.49 ng/g dw; if ng/g not g/kg, mean would be 1.49 ng/g dw"
N153,Wu_2025.csv,"Deng, Y., Zhang, Y., Gao, Y., Li, D., Liu, R., Liu, M., Zhang, H., Hu, B., Yu, T., Yang, M., 2012. Microbial Community Compositional Analysis for Series Reactors Treating High Level Antibiotic Wastewater. Environ. Sci. Technol. 46, 795–801. https://doi.org/10.1021/es2025998",https://doi.org/10.1021/es2025998,Wu_2025.csv row 231; sample=Pretreated effluent,Hebei,"Shijiazhuang, Hebei Province, China",municipal wastewater effluent,wastewater effluent,2012,NA,Streptomycin,other,mg/L,1.4774,2.1911,1000000,ng/L,1477400,2191100,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+05 (review band); Another unit scale would place the converted value in the plausible range,"if µg/L not mg/L, mean would be 1477 ng/L; if ng/L not mg/L, mean would be 1.477 ng/L"
117,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Hao, Q. et al. Residual antibiotics in the Nansha aquaculture area of Guangzhou. Journal of Tropical Oceanography 36, 106-113 (2017).",https://scholar.google.com/scholar?q=Residual+antibiotics+in+the+Nansha+aquaculture+area+of+Guangzhou,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Ganzhou, Nansha district",sediment,sediment,2015,spring,Lincomycin,other,g/kg dw,1.475,NA,1000000,ng/g dw,1475000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1475 ng/g dw; if µg/kg not g/kg, mean would be 1.475 ng/g dw; if ng/g not g/kg, mean would be 1.475 ng/g dw"
182,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, W., Shi, Y., Gao, L., Liu, J. & Cai, Y. Occurrence of antibiotics in water, sediments, aquatic plants, and animals from Baiyangdian Lake in North China. Chemosphere 89 (2012).",https://scholar.google.com/scholar?q=Occurrence+of+antibiotics+in+water%2C+sediments%2C+aquatic+plants%2C+and+animals+from+Baiyangdian+Lake+in+North+China,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,"Baoding, Baiyangdian Lake",sediment,sediment,2008,summer,Sulfamethazine,sulfonamides,g/kg dw,1.47,6.92,1000000,ng/g dw,1470000,6920000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1470 ng/g dw; if µg/kg not g/kg, mean would be 1.47 ng/g dw; if ng/g not g/kg, mean would be 1.47 ng/g dw"
125,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",https://doi.org/10.1016/j.envint.2018.02.003,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,Shandong,soil,soil,2015,summer,Enrofloxacin,fluoroquinolones,g/kg dw,1.467,NA,1000000,ng/g dw,1467000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1467 ng/g dw; if µg/kg not g/kg, mean would be 1.467 ng/g dw; if ng/g not g/kg, mean would be 1.467 ng/g dw"
108,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,Yangtze River Delta,soil,soil,2014,summer,Sulfadimethoxine,sulfonamides,g/kg dw,1.46,21.5,1000000,ng/g dw,1460000,21500000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1460 ng/g dw; if µg/kg not g/kg, mean would be 1.46 ng/g dw; if ng/g not g/kg, mean would be 1.46 ng/g dw"
108,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China,Zhang 2022 supplementary dataset (Sheet7 record),Shanghai,Yangtze River Delta,soil,soil,2014,summer,Sulfadimethoxine,sulfonamides,g/kg dw,1.46,21.5,1000000,ng/g dw,1460000,21500000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1460 ng/g dw; if µg/kg not g/kg, mean would be 1.46 ng/g dw; if ng/g not g/kg, mean would be 1.46 ng/g dw"
108,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",https://scholar.google.com/scholar?q=Antibiotics+in+the+agricultural+soils+from+the+Yangtze+River+Delta%2C+China,Zhang 2022 supplementary dataset (Sheet7 record),Zhejiang,Yangtze River Delta,soil,soil,2014,summer,Sulfadimethoxine,sulfonamides,g/kg dw,1.46,21.5,1000000,ng/g dw,1460000,21500000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1460 ng/g dw; if µg/kg not g/kg, mean would be 1.46 ng/g dw; if ng/g not g/kg, mean would be 1.46 ng/g dw"
79,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhao, F. et al. Effects of land use and rainfall on sequestration of veterinary antibiotics in soils at the hillslope scale. Environ Pollut 260, 114112, doi:10.1016/j.envpol.2020.114112 (2020).",https://doi.org/10.1016/j.envpol.2020.114112,Zhang 2022 supplementary dataset (Sheet7 record),Zhejiang,"Ningbo, Haishu district",soil,soil,2017,summer,Sulfamethazine,sulfonamides,g/kg dw,1.45285714285714,NA,1000000,ng/g dw,1452857.14285714,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1453 ng/g dw; if µg/kg not g/kg, mean would be 1.453 ng/g dw; if ng/g not g/kg, mean would be 1.453 ng/g dw"
190,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhou, L.-J. et al. Simultaneous determination of human and veterinary antibiotics in various environmental matrices by rapid resolution liquid chromatographyelectrospray ionization tandem mass spectrometry. Journal of Chromatography A 1244 (2012).",https://scholar.google.com/scholar?q=Simultaneous+determination+of+human+and+veterinary+antibiotics+in+various+environmental+matrices+by+rapid+resolution+liquid+chromatography%EF%BF%BDelectrospra,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Huizhou, Huiyang district, Huiyang wastewater treatment plants",municipal sludge,sludge,2010,autumn,Sulfamethazine,sulfonamides,g/kg dw,1.45,NA,1000000,ng/g dw,1450000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1450 ng/g dw; if µg/kg not g/kg, mean would be 1.45 ng/g dw; if ng/g not g/kg, mean would be 1.45 ng/g dw"
69,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, T. et al. Diversity and distribution of antibiotics and antibiotic resistance genes in seven national mangrove nature reserves, South China. International Biodeterioration & Biodegradation 153 (2020).",https://scholar.google.com/scholar?q=Diversity+and+distribution+of+antibiotics+and+antibiotic+resistance+genes+in+seven+national+mangrove+nature+reserves%2C+South+China,Zhang 2022 supplementary dataset (Sheet7 record),Hainan,Hainan,sediment,sediment,2017,winter,Ciprofloxacin,fluoroquinolones,g/kg dw,1.45,NA,1000000,ng/g dw,1450000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1450 ng/g dw; if µg/kg not g/kg, mean would be 1.45 ng/g dw; if ng/g not g/kg, mean would be 1.45 ng/g dw"
155,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhang, M. et al. Occurrence, fate and mass loadings of antibiotics in two swine wastewater treatment systems. Sci Total Environ 639, 1421-1431, doi:10.1016/j.scitotenv.2018.05.230 (2018).",https://doi.org/10.1016/j.scitotenv.2018.05.230,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Yunfu, Xinxing County",municipal sludge,sludge,2016,autumn,Sulfadiazine,sulfonamides,g/kg dw,1.44,NA,1000000,ng/g dw,1440000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1440 ng/g dw; if µg/kg not g/kg, mean would be 1.44 ng/g dw; if ng/g not g/kg, mean would be 1.44 ng/g dw"
60,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, Z. et al. Optimization of Antibiotic Detection Methods and Residual Characteristics in Aquaculture Water and Sediment. Asian Journal of Ecotoxicology 15, 209-219, doi:10.7524/aje.1673-5897.20190725003 (2020).",https://doi.org/10.7524/aje.1673-5897.20190725003,Zhang 2022 supplementary dataset (Sheet7 record),Shanghai,Shanghai,sediment,sediment,2018,autumn,Doxycycline,tetracyclines,g/kg dw,1.44,2.25,1000000,ng/g dw,1440000,2250000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1440 ng/g dw; if µg/kg not g/kg, mean would be 1.44 ng/g dw; if ng/g not g/kg, mean would be 1.44 ng/g dw"
50,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Chen, Y. et al. Comprehensive insights into the occurrence, distribution, risk assessment and indicator screening of antibiotics in a large drinking reservoir system. Sci Total Environ 716, 137060, doi:10.1016/j.scitotenv.2020.137060 (2020).",https://doi.org/10.1016/j.scitotenv.2020.137060,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Heyuan, Longchuan County, Fengshuba Reservoir",soil,soil,2015,NA,Tylosin,macrolides,g/kg dw,1.43,7.14,1000000,ng/g dw,1430000,7140000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1430 ng/g dw; if µg/kg not g/kg, mean would be 1.43 ng/g dw; if ng/g not g/kg, mean would be 1.43 ng/g dw"
62,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X., Liang, C., Liu, X., Zhao, F. & Han, C. Occurrence and human health risk assessment of pharmaceuticals and personal care products in real agricultural systems with long-term reclaimed wastewater irrigation in Beijing, China. Ecotoxicology and Environmental Safety 190, doi:10.1016/j.ecoenv.2019.110022 (2020).",https://doi.org/10.1016/j.ecoenv.2019.110022,Zhang 2022 supplementary dataset (Sheet7 record),Beijing,the southeastern suburbs of Beijing,soil,soil,NA,NA,Sulfisoxazole,sulfonamides,g/kg dw,1.42333333333333,NA,1000000,ng/g dw,1423333.33333333,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1423 ng/g dw; if µg/kg not g/kg, mean would be 1.423 ng/g dw; if ng/g not g/kg, mean would be 1.423 ng/g dw"
79,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhao, F. et al. Effects of land use and rainfall on sequestration of veterinary antibiotics in soils at the hillslope scale. Environ Pollut 260, 114112, doi:10.1016/j.envpol.2020.114112 (2020).",https://doi.org/10.1016/j.envpol.2020.114112,Zhang 2022 supplementary dataset (Sheet7 record),Zhejiang,"Ningbo, Haishu district",soil,soil,2017,summer,Tylosin,macrolides,g/kg dw,1.42142857142857,NA,1000000,ng/g dw,1421428.57142857,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1421 ng/g dw; if µg/kg not g/kg, mean would be 1.421 ng/g dw; if ng/g not g/kg, mean would be 1.421 ng/g dw"
31,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Guangzhou, Tianhe district",sediment,sediment,NA,NA,Roxithromycin,macrolides,g/kg dw,1.42,NA,1000000,ng/g dw,1420000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1420 ng/g dw; if µg/kg not g/kg, mean would be 1.42 ng/g dw; if ng/g not g/kg, mean would be 1.42 ng/g dw"
60,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, Z. et al. Optimization of Antibiotic Detection Methods and Residual Characteristics in Aquaculture Water and Sediment. Asian Journal of Ecotoxicology 15, 209-219, doi:10.7524/aje.1673-5897.20190725003 (2020).",https://doi.org/10.7524/aje.1673-5897.20190725003,Zhang 2022 supplementary dataset (Sheet7 record),Shanghai,Shanghai,sediment,sediment,2018,winter,Norfloxacin,fluoroquinolones,g/kg dw,1.42,9.93,1000000,ng/g dw,1420000,9930000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1420 ng/g dw; if µg/kg not g/kg, mean would be 1.42 ng/g dw; if ng/g not g/kg, mean would be 1.42 ng/g dw"
44,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Yuan, J., Ni, M., Liu, M., Zheng, Y. & Gu, Z. Occurrence of antibiotics and antibiotic resistance genes in a typical estuary aquaculture region of Hangzhou Bay, China. Marine Pollution Bulletin 138 (2019).",https://scholar.google.com/scholar?q=Occurrence+of+antibiotics+and+antibiotic+resistance+genes+in+a+typical+estuary+aquaculture+region+of+Hangzhou+Bay%2C+China,Zhang 2022 supplementary dataset (Sheet7 record),Zhejiang,Hangzhou Bay,sediment,sediment,2016,spring,Oxytetracycline,tetracyclines,g/kg dw,1.42,2.52,1000000,ng/g dw,1420000,2520000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1420 ng/g dw; if µg/kg not g/kg, mean would be 1.42 ng/g dw; if ng/g not g/kg, mean would be 1.42 ng/g dw"
102,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, K. et al. Investigation on the typical quinolone antibiotics in the surface sediments of Jiaozhou bay,China. Marine Environmental Science 36, 655-661 (2017).",https://scholar.google.com/scholar?q=Investigation+on+the+typical+quinolone+antibiotics+in+the+surface+sediments+of+Jiaozhou+bay%2CChina,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,Jiaozhou Bay,sediment,sediment,2015,autumn,Ciprofloxacin,sulfonamides,g/kg dw,1.41,11.52,1000000,ng/g dw,1410000,11520000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1410 ng/g dw; if µg/kg not g/kg, mean would be 1.41 ng/g dw; if ng/g not g/kg, mean would be 1.41 ng/g dw"
65,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Peng, Q. et al. Pharmaceutically active compounds (PhACs) in surface sediments of the Jiaozhou Bay, north China. Environmental Pollution 266, doi:10.1016/j.envpol.2020.115245 (2020).",https://doi.org/10.1016/j.envpol.2020.115245,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,"Qingdao, Shibei district, Jiaozhou Bay",sediment,sediment,2018,winter,Tetracycline,tetracyclines,g/kg dw,1.41,NA,1000000,ng/g dw,1410000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1410 ng/g dw; if µg/kg not g/kg, mean would be 1.41 ng/g dw; if ng/g not g/kg, mean would be 1.41 ng/g dw"
41,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wang, Z. et al. Residue status of antibiotics in aquaculture ponds of main tilapia aquaculture areas in Guangxi. Journal of Southern Argiculture 50, 891-897 (2019).",https://scholar.google.com/scholar?q=Residue+status+of+antibiotics+in+aquaculture+ponds+of+main+tilapia+aquaculture+areas+in+Guangxi,Zhang 2022 supplementary dataset (Sheet7 record),Guangxi,Liuzhou,sediment,sediment,2017,spring,Sulfamethazine,sulfonamides,g/kg dw,1.40333333333333,NA,1000000,ng/g dw,1403333.33333333,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1403 ng/g dw; if µg/kg not g/kg, mean would be 1.403 ng/g dw; if ng/g not g/kg, mean would be 1.403 ng/g dw"
N317,Wu_2025.csv,"Tang, M., Dou, X., Wang, C., Tian, Z., Yang, M., Zhang, Y., 2017. Abundance and distribution of antibiotic resistance genes in a full-scale anaerobic–aerobic system alternately treating ribostamycin, spiramycin and paromomycin production wastewater. Environ Geochem Health 39, 1595–1605. https://doi.org/10.1007/s10653-017-9987-5",https://doi.org/10.1007/s10653-017-9987-5,Wu_2025.csv row 128; sample=Anoxic reactor effluent,Jiangsu,"Wuxi, Jiangsu Province, China",municipal wastewater effluent,wastewater effluent,2017,NA,Spiramycin,macrolides,mg/L,1.4,1.42,1000000,ng/L,1400000,1420000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+05 (review band); Another unit scale would place the converted value in the plausible range,"if µg/L not mg/L, mean would be 1400 ng/L; if ng/L not mg/L, mean would be 1.4 ng/L"
