sample_type,matrix,province,location,season,lon,lat,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
soil,soil,Beijing,Beijing the southeastern suburbs of Beijing,NA,116.625,39.733333,NA,Sulfathiazole,Sulfonamides,1.02,NA,ng/g,62
soil,soil,Beijing,Beijing the southeastern suburbs of Beijing,NA,116.625,39.733333,NA,Trimethoprim,Diaminopyrimidines,0.036333333333333336,NA,ng/g,62
soil,soil,Chongqing,Chongqing,4,106.55,29.583333,2019,Chlortetracycline,Tetracyclines,21.8,160.3,ng/g,66
soil,soil,Chongqing,Chongqing,4,106.55,29.583333,2019,Oxytetracycline,Tetracyclines,18.92,121.2,ng/g,66
soil,soil,Chongqing,Chongqing,4,106.55,29.583333,2019,Tetracycline,Tetracyclines,39.1,507.2,ng/g,66
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Chlortetracycline,Tetracyclines,20.47,127.28,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Doxycycline,Tetracyclines,0.3,2.45,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Enrofloxacin,Fluoroquinolones,43.25,145.13,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Norfloxacin,Fluoroquinolones,3.85,19.83,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Ofloxacin,Fluoroquinolones,28.83,74.76,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Oxytetracycline,Tetracyclines,6.64,22.14,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Sulfadiazine,Sulfonamides,4.09,24.52,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Sulfadimidine,Sulfonamides,2.9,7.37,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Sulfadimidine,Sulfonamides,37.86,198.44,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Sulfameter,Sulfonamides,38.98,192.34,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Tetracycline,Tetracyclines,25.87,81.81,ng/g,149
soil,soil,Chongqing,Chongqing Three Gorges reservoir,8,107,29.75,2015,Trimethoprim,Diaminopyrimidines,15.33,38.99,ng/g,149
soil,soil,Fujian,Fujian Fuzhou,NA,119.296494,26.074507,2011,Chlortetracycline,Tetracyclines,58.8,58.8,ng/g,192
soil,soil,Fujian,Fujian Fuzhou,NA,119.296494,26.074507,2011,Ciprofloxacin,Fluoroquinolones,128.4,237.3,ng/g,192
soil,soil,Fujian,Fujian Fuzhou,NA,119.296494,26.074507,2011,Enrofloxacin,Fluoroquinolones,322.7,637.3,ng/g,192
soil,soil,Fujian,Fujian Fuzhou,NA,119.296494,26.074507,2011,Ofloxacin,Fluoroquinolones,23.1,23.1,ng/g,192
soil,soil,Fujian,Fujian Fuzhou,NA,119.296494,26.074507,2011,Oxytetracycline,Tetracyclines,45.4,79.5,ng/g,192
soil,soil,Fujian,Fujian Putian,NA,119.007777,25.454084,2011,Chlortetracycline,Tetracyclines,2668.9,2668.9,ng/g,192
